timestamp,open,high,low,close,volume
2018-04-01 21:04:00,0.76855,0.76856,0.76855,0.76855,11390000
2018-04-01 21:05:00,0.76856,0.76858,0.76844,0.76845,9690000
2018-04-01 21:06:00,0.7685,0.7685,0.76849,0.76849,11900000
2018-04-01 21:07:00,0.76866,0.76867,0.76866,0.76867,7010000
2018-04-01 21:08:00,0.76867,0.76928,0.76867,0.76898,20690000
2018-04-01 21:09:00,0.76899,0.76899,0.76892,0.76899,12500000
2018-04-01 21:10:00,0.76898,0.769,0.76898,0.76899,6000000
2018-04-01 21:11:00,0.769,0.76909,0.76893,0.76908,16750000
2018-04-01 21:12:00,0.76908,0.76908,0.76906,0.76906,5000000
2018-04-01 21:13:00,0.76905,0.76906,0.76885,0.76886,14000000
2018-04-01 21:14:00,0.76885,0.76885,0.76879,0.76879,7000000
2018-04-01 21:15:00,0.7688,0.7688,0.7688,0.7688,1000000
2018-04-01 21:16:00,0.76868,0.76868,0.76863,0.76865,3370000
2018-04-01 21:17:00,0.76867,0.7687,0.76864,0.7687,6370000
2018-04-01 21:18:00,0.76866,0.76866,0.76846,0.76858,8120000
2018-04-01 21:19:00,0.7686,0.76862,0.76853,0.76862,13000000
2018-04-01 21:20:00,0.76863,0.76872,0.76856,0.76871,9000000
2018-04-01 21:21:00,0.76871,0.76871,0.76865,0.76865,7000000
2018-04-01 21:22:00,0.76865,0.7687,0.76862,0.76864,6000000
2018-04-01 21:23:00,0.76857,0.76857,0.76857,0.76857,1000000
2018-04-01 21:24:00,0.76866,0.76866,0.76855,0.76859,11490000
2018-04-01 21:25:00,0.76858,0.76858,0.76858,0.76858,1000000
2018-04-01 21:26:00,0.76855,0.76856,0.76855,0.76856,5980000
2018-04-01 21:27:00,0.76856,0.76856,0.76856,0.76856,2990000
2018-04-01 21:28:00,0.76856,0.76856,0.76856,0.76856,3740000
2018-04-01 21:29:00,0.76856,0.76856,0.76856,0.76856,2000000
2018-04-01 21:30:00,0.76856,0.76877,0.76856,0.76877,6110000
2018-04-01 21:31:00,0.76877,0.76877,0.7686,0.7686,6370000
2018-04-01 21:32:00,0.76856,0.76856,0.76856,0.76856,1120000
2018-04-01 21:33:00,0.76855,0.76855,0.76855,0.76855,2060000
2018-04-01 21:34:00,0.76856,0.76856,0.76856,0.76856,2500000
2018-04-01 21:35:00,0.76856,0.76871,0.76856,0.76871,5870000
2018-04-01 21:36:00,0.76871,0.76871,0.76865,0.76865,4000000
2018-04-01 21:37:00,0.76865,0.76865,0.76863,0.76863,3000000
2018-04-01 21:38:00,0.76863,0.76863,0.76861,0.76861,4000000
2018-04-01 21:39:00,0.76857,0.76857,0.76857,0.76857,1000000
2018-04-01 21:40:00,0.76854,0.76854,0.76853,0.76853,6000000
2018-04-01 21:41:00,0.76853,0.76857,0.76853,0.76857,6000000
2018-04-01 21:42:00,0.76857,0.76857,0.76857,0.76857,4000000
2018-04-01 21:43:00,0.76857,0.76867,0.76857,0.76866,11000000
2018-04-01 21:44:00,0.76865,0.76865,0.76864,0.76864,3000000
2018-04-01 21:45:00,0.76863,0.76863,0.76863,0.76863,2000000
2018-04-01 21:46:00,0.76863,0.76863,0.76863,0.76863,6000000
2018-04-01 21:47:00,0.76862,0.76863,0.76862,0.76863,4000000
2018-04-01 21:48:00,0.76862,0.76863,0.76861,0.76862,9000000
2018-04-01 21:49:00,0.76863,0.76863,0.76861,0.76861,4000000
2018-04-01 21:50:00,0.76861,0.76861,0.76861,0.76861,3000000
2018-04-01 21:51:00,0.76862,0.76862,0.76862,0.76862,2000000
2018-04-01 21:52:00,0.76862,0.76862,0.76861,0.76861,5000000
2018-04-01 21:53:00,0.76861,0.76861,0.76861,0.76861,4000000
2018-04-01 21:54:00,0.76861,0.76862,0.76861,0.76862,3000000
2018-04-01 21:55:00,0.76862,0.76862,0.76861,0.76861,8000000
2018-04-01 21:56:00,0.76861,0.76862,0.76861,0.76862,5000000
2018-04-01 21:57:00,0.76862,0.76862,0.76861,0.76861,3000000
2018-04-01 21:58:00,0.76856,0.76856,0.76851,0.76852,10500000
2018-04-01 21:59:00,0.76861,0.76888,0.76851,0.76888,17630000
2018-04-01 22:00:00,0.76884,0.76884,0.76863,0.76863,32540000
2018-04-01 22:01:00,0.76863,0.76879,0.76863,0.76874,52180000
2018-04-01 22:02:00,0.76875,0.76876,0.76874,0.76874,8250000
2018-04-01 22:03:00,0.76875,0.76878,0.76872,0.76876,18600000
2018-04-01 22:04:00,0.76877,0.76877,0.76851,0.76852,16880000
2018-04-01 22:05:00,0.76855,0.76856,0.76851,0.76851,16110000
2018-04-01 22:06:00,0.76856,0.76856,0.76851,0.76853,36970000
2018-04-01 22:07:00,0.76855,0.76858,0.76854,0.76855,32800000
2018-04-01 22:08:00,0.76861,0.76862,0.76855,0.76856,27340000
2018-04-01 22:09:00,0.76856,0.76869,0.76855,0.76865,29190000
2018-04-01 22:10:00,0.76865,0.76877,0.76865,0.76877,18870000
2018-04-01 22:11:00,0.76878,0.76878,0.76875,0.76875,10380000
2018-04-01 22:12:00,0.76875,0.76875,0.76875,0.76875,17670000
2018-04-01 22:13:00,0.76876,0.76876,0.76875,0.76876,14070000
2018-04-01 22:14:00,0.76875,0.76876,0.76869,0.76876,26570000
2018-04-01 22:15:00,0.76876,0.76876,0.76876,0.76876,7720000
2018-04-01 22:16:00,0.76877,0.76877,0.76865,0.76866,16820000
2018-04-01 22:17:00,0.76866,0.76867,0.76865,0.76865,12330000
2018-04-01 22:18:00,0.76865,0.76866,0.76865,0.76866,8710000
2018-04-01 22:19:00,0.76866,0.76867,0.76866,0.76867,5330000
2018-04-01 22:20:00,0.76867,0.76869,0.76867,0.76868,6190000
2018-04-01 22:21:00,0.76867,0.76867,0.76867,0.76867,6660000
2018-04-01 22:22:00,0.76867,0.76868,0.76867,0.76868,12620000
2018-04-01 22:23:00,0.76869,0.76869,0.76868,0.76868,4000000
2018-04-01 22:24:00,0.76869,0.76869,0.76869,0.76869,1000000
2018-04-01 22:25:00,0.76868,0.76868,0.76867,0.76867,17250000
2018-04-01 22:26:00,0.76868,0.76868,0.76867,0.76867,15000000
2018-04-01 22:27:00,0.76867,0.76868,0.76867,0.76868,18250000
2018-04-01 22:28:00,0.76868,0.76868,0.76868,0.76868,6000000
2018-04-01 22:29:00,0.76867,0.76869,0.76866,0.76866,14500000
2018-04-01 22:30:00,0.76866,0.76866,0.76866,0.76866,2000000
2018-04-01 22:31:00,0.76869,0.76869,0.76849,0.7685,13440000
2018-04-01 22:32:00,0.76851,0.76858,0.76851,0.76857,8000000
2018-04-01 22:33:00,0.76859,0.76859,0.76858,0.76858,4000000
2018-04-01 22:34:00,0.76858,0.76859,0.76858,0.76859,5000000
2018-04-01 22:35:00,0.7686,0.7686,0.7686,0.7686,4000000
2018-04-01 22:36:00,0.7686,0.7686,0.76859,0.76859,3000000
2018-04-01 22:37:00,0.76859,0.7686,0.76859,0.7686,5000000
2018-04-01 22:38:00,0.7686,0.7686,0.76858,0.76858,8000000
2018-04-01 22:39:00,0.76858,0.76859,0.76858,0.76859,3000000
2018-04-01 22:40:00,0.76859,0.7686,0.76859,0.76859,4000000
2018-04-01 22:41:00,0.76859,0.76859,0.76859,0.76859,2000000
2018-04-01 22:42:00,0.7686,0.7686,0.76853,0.76853,8000000
2018-04-01 22:43:00,0.76853,0.76853,0.76852,0.76852,4000000
2018-04-01 22:44:00,0.76852,0.76852,0.76848,0.76848,8750000
2018-04-01 22:45:00,0.76848,0.76848,0.76837,0.76838,16820000
2018-04-01 22:46:00,0.76838,0.76838,0.76834,0.76837,20330000
2018-04-01 22:47:00,0.76837,0.76839,0.76837,0.76839,6380000
2018-04-01 22:48:00,0.76839,0.76839,0.76838,0.76838,10430000
2018-04-01 22:49:00,0.76837,0.76839,0.76837,0.76839,9320000
2018-04-01 22:50:00,0.76841,0.76851,0.7684,0.7684,53280000
2018-04-01 22:51:00,0.76844,0.7685,0.7684,0.7684,14190000
2018-04-01 22:52:00,0.7684,0.76847,0.7684,0.76843,19980000
2018-04-01 22:53:00,0.76843,0.7685,0.76843,0.7685,13480000
2018-04-01 22:54:00,0.7685,0.76851,0.76849,0.7685,6000000
2018-04-01 22:55:00,0.7685,0.7685,0.76849,0.76849,10620000
2018-04-01 22:56:00,0.7685,0.7685,0.76848,0.76848,11290000
2018-04-01 22:57:00,0.76848,0.76849,0.76848,0.76849,15860000
2018-04-01 22:58:00,0.76848,0.76851,0.76848,0.76849,23570000
2018-04-01 22:59:00,0.76849,0.76859,0.76849,0.76859,6440000
2018-04-01 23:00:00,0.76856,0.76856,0.76856,0.76856,8710000
2018-04-01 23:01:00,0.76857,0.76858,0.76856,0.76857,14060000
2018-04-01 23:02:00,0.76858,0.76858,0.76857,0.76857,14950000
2018-04-01 23:03:00,0.7686,0.7686,0.76856,0.76857,22890000
2018-04-01 23:04:00,0.76856,0.76858,0.76856,0.76856,16580000
2018-04-01 23:05:00,0.76856,0.76857,0.76855,0.76855,14760000
2018-04-01 23:06:00,0.76855,0.76856,0.76855,0.76856,9630000
2018-04-01 23:07:00,0.76857,0.76857,0.76847,0.76847,42380000
2018-04-01 23:08:00,0.76847,0.76849,0.76846,0.76847,31990000
2018-04-01 23:09:00,0.76849,0.76851,0.76846,0.76848,27370000
2018-04-01 23:10:00,0.76849,0.76857,0.76849,0.76856,16430000
2018-04-01 23:11:00,0.76856,0.76856,0.76856,0.76856,19490000
2018-04-01 23:12:00,0.76855,0.76856,0.76855,0.76856,19350000
2018-04-01 23:13:00,0.76856,0.76856,0.76855,0.76855,20300000
2018-04-01 23:14:00,0.76855,0.76855,0.76847,0.76847,45430000
2018-04-01 23:15:00,0.76847,0.76848,0.76846,0.76847,9430000
2018-04-01 23:16:00,0.76846,0.76847,0.76846,0.76847,5990000
2018-04-01 23:17:00,0.76846,0.76848,0.76846,0.76846,10820000
2018-04-01 23:18:00,0.76848,0.7685,0.76846,0.76846,21530000
2018-04-01 23:19:00,0.76846,0.76846,0.76844,0.76846,22440000
2018-04-01 23:20:00,0.76846,0.76846,0.76837,0.76837,16880000
2018-04-01 23:21:00,0.76837,0.76837,0.76835,0.76836,27920000
2018-04-01 23:22:00,0.76836,0.76838,0.76836,0.76836,15590000
2018-04-01 23:23:00,0.76836,0.76838,0.76828,0.76829,43270000
2018-04-01 23:24:00,0.76828,0.76828,0.76826,0.76826,20430000
2018-04-01 23:25:00,0.76826,0.76826,0.76818,0.76819,32720000
2018-04-01 23:26:00,0.7682,0.76828,0.7682,0.76826,37320000
2018-04-01 23:27:00,0.76828,0.76828,0.76826,0.76826,28390000
2018-04-01 23:28:00,0.76826,0.76827,0.76826,0.76826,22080000
2018-04-01 23:29:00,0.76826,0.76827,0.76825,0.76825,33830000
2018-04-01 23:30:00,0.76825,0.76829,0.76816,0.76828,84270000
2018-04-01 23:31:00,0.76827,0.76828,0.76825,0.76826,42250000
2018-04-01 23:32:00,0.76826,0.7683,0.76826,0.76828,67270000
2018-04-01 23:33:00,0.76828,0.7683,0.76825,0.76826,45130000
2018-04-01 23:34:00,0.76826,0.76831,0.76826,0.76831,29010000
2018-04-01 23:35:00,0.76829,0.76829,0.76825,0.76825,38590000
2018-04-01 23:36:00,0.76825,0.76827,0.76825,0.76827,32400000
2018-04-01 23:37:00,0.76826,0.76826,0.76815,0.76817,38230000
2018-04-01 23:38:00,0.76818,0.76818,0.76816,0.76817,27470000
2018-04-01 23:39:00,0.76816,0.76817,0.76815,0.76815,52910000
2018-04-01 23:40:00,0.76814,0.76814,0.76807,0.76807,29990000
2018-04-01 23:41:00,0.76807,0.76812,0.76807,0.76812,18010000
2018-04-01 23:42:00,0.76812,0.76812,0.76809,0.7681,20880000
2018-04-01 23:43:00,0.7681,0.76812,0.76808,0.7681,51300000
2018-04-01 23:44:00,0.76811,0.76811,0.76808,0.7681,29740000
2018-04-01 23:45:00,0.76809,0.7682,0.76809,0.76816,38520000
2018-04-01 23:46:00,0.76815,0.76816,0.76808,0.76812,53450000
2018-04-01 23:47:00,0.76812,0.76812,0.76809,0.76809,21510000
2018-04-01 23:48:00,0.76809,0.76815,0.76809,0.7681,22380000
2018-04-01 23:49:00,0.7681,0.7681,0.7681,0.7681,15440000
2018-04-01 23:50:00,0.76811,0.76821,0.7681,0.7682,30970000
2018-04-01 23:51:00,0.7682,0.76823,0.76817,0.76817,18520000
2018-04-01 23:52:00,0.76818,0.76841,0.76818,0.76837,77240000
2018-04-01 23:53:00,0.76836,0.76836,0.76826,0.7683,54250000
2018-04-01 23:54:00,0.76829,0.76835,0.76827,0.76827,49950000
2018-04-01 23:55:00,0.76827,0.7683,0.76826,0.7683,38680000
2018-04-01 23:56:00,0.76828,0.76831,0.76825,0.76827,63660000
2018-04-01 23:57:00,0.76827,0.76828,0.76827,0.76828,6430000
2018-04-01 23:58:00,0.76826,0.76827,0.76817,0.76819,52020000
2018-04-01 23:59:00,0.76819,0.76828,0.76817,0.76828,41910000
2018-04-02 0:00:00,0.76828,0.76838,0.76819,0.76838,80790000
2018-04-02 0:01:00,0.76836,0.76841,0.76818,0.76821,85840000
2018-04-02 0:02:00,0.76821,0.76838,0.76819,0.76819,81640000
2018-04-02 0:03:00,0.76818,0.76839,0.76818,0.76838,49060000
2018-04-02 0:04:00,0.76837,0.76837,0.76817,0.76829,79770000
2018-04-02 0:05:00,0.76828,0.76837,0.76827,0.76835,44660000
2018-04-02 0:06:00,0.76835,0.76854,0.76826,0.76848,100460000
2018-04-02 0:07:00,0.76845,0.76845,0.7682,0.76832,50550000
2018-04-02 0:08:00,0.76832,0.76832,0.76826,0.76831,17010000
2018-04-02 0:09:00,0.76831,0.76831,0.76826,0.76827,44090000
2018-04-02 0:10:00,0.76829,0.76833,0.76828,0.76833,14480000
2018-04-02 0:11:00,0.76834,0.76845,0.76834,0.76843,14540000
2018-04-02 0:12:00,0.76851,0.76866,0.7685,0.7686,60450000
2018-04-02 0:13:00,0.76861,0.76864,0.76859,0.76864,23430000
2018-04-02 0:14:00,0.76864,0.76884,0.76864,0.7688,74540000
2018-04-02 0:15:00,0.76879,0.76882,0.7685,0.76861,81340000
2018-04-02 0:16:00,0.7686,0.76862,0.7685,0.7686,62050000
2018-04-02 0:17:00,0.7686,0.76867,0.76859,0.7686,75850000
2018-04-02 0:18:00,0.7686,0.76864,0.7686,0.76863,24490000
2018-04-02 0:19:00,0.76863,0.76871,0.76861,0.7687,78830000
2018-04-02 0:20:00,0.7687,0.76885,0.76863,0.76884,91690000
2018-04-02 0:21:00,0.76884,0.76884,0.76864,0.76871,77620000
2018-04-02 0:22:00,0.76871,0.76874,0.76871,0.76871,11500000
2018-04-02 0:23:00,0.76871,0.76884,0.76867,0.76882,57760000
2018-04-02 0:24:00,0.76887,0.76888,0.7688,0.76882,69080000
2018-04-02 0:25:00,0.76881,0.76889,0.76879,0.76889,33430000
2018-04-02 0:26:00,0.76901,0.76906,0.76893,0.76906,94090000
2018-04-02 0:27:00,0.76901,0.76901,0.76892,0.76892,21610000
2018-04-02 0:28:00,0.76892,0.76895,0.76884,0.76888,26170000
2018-04-02 0:29:00,0.76886,0.76892,0.76884,0.76888,31320000
2018-04-02 0:30:00,0.76888,0.7689,0.76884,0.76884,24490000
2018-04-02 0:31:00,0.76882,0.7689,0.76882,0.76883,24190000
2018-04-02 0:32:00,0.76883,0.76885,0.76874,0.76885,43170000
2018-04-02 0:33:00,0.76886,0.76903,0.76879,0.76881,62320000
2018-04-02 0:34:00,0.76882,0.76901,0.76882,0.76901,49120000
2018-04-02 0:35:00,0.76901,0.76905,0.76892,0.76894,51190000
2018-04-02 0:36:00,0.76894,0.76913,0.76894,0.76912,78010000
2018-04-02 0:37:00,0.76909,0.76915,0.76902,0.76913,49580000
